datetime,temperature,humidity,air_quality,gas_status,anomaly
2026-05-26 16:11:42,28.8,62.2,30,Safe,False
2026-05-26 16:11:45,28.8,62.2,31,Safe,False
2026-05-26 16:11:48,28.8,62.2,31,Safe,False
2026-05-26 16:11:52,28.7,62.2,27,Safe,True
2026-05-26 16:11:55,28.8,62.1,33,Safe,False
2026-05-26 16:11:58,28.8,62.2,26,Safe,False
2026-05-26 16:12:01,28.7,62.3,30,Safe,True
2026-05-26 16:12:05,28.8,62.1,30,Safe,False
2026-05-26 16:12:08,28.7,62.3,48,Safe,True
2026-05-26 16:12:11,28.8,62.2,30,Safe,False
2026-05-26 16:12:15,28.8,62.1,29,Safe,False
2026-05-26 16:12:18,28.8,62.1,31,Safe,False
2026-05-26 16:12:21,28.8,62.1,29,Safe,False
2026-05-26 16:12:24,28.7,62.1,28,Safe,True
2026-05-26 16:12:27,28.7,62.2,30,Safe,True
2026-05-26 16:12:31,28.8,62.1,27,Safe,False
2026-05-26 16:12:34,28.7,62.2,31,Safe,True
2026-05-26 16:12:37,28.7,62.2,29,Safe,True
2026-05-26 16:12:40,28.7,62.2,31,Safe,True
2026-05-26 16:12:43,28.7,62.2,29,Safe,True
2026-05-26 16:12:46,28.7,62.2,29,Safe,True
2026-05-26 16:12:50,28.7,62.1,29,Safe,False
2026-05-26 16:12:53,28.7,62.1,30,Safe,False
2026-05-26 16:12:56,28.7,62.1,29,Safe,False
2026-05-26 16:12:59,28.8,62,32,Safe,False
2026-05-26 16:13:02,28.7,62,29,Safe,True
2026-05-26 16:13:06,28.7,62.1,30,Safe,False
2026-05-26 16:13:09,28.7,62.1,27,Safe,True
2026-05-26 16:13:12,28.7,62.1,29,Safe,False
2026-05-26 16:13:15,28.8,62,32,Safe,False
2026-05-26 16:13:18,28.7,62.1,34,Safe,True
2026-05-26 16:13:21,28.7,62.1,32,Safe,True
2026-05-26 16:13:25,28.8,62,30,Safe,False
2026-05-26 16:13:28,28.8,62,31,Safe,False
2026-05-26 16:13:32,28.8,62,28,Safe,False
2026-05-26 16:13:35,28.8,62,30,Safe,False
2026-05-26 16:13:38,28.7,62,22,Safe,True
2026-05-26 16:13:41,28.8,62,30,Safe,False
2026-05-26 16:13:44,28.7,62.1,31,Safe,False
2026-05-26 16:13:48,28.7,62,30,Safe,False
2026-05-26 16:13:51,28.7,62,29,Safe,True
2026-05-26 16:13:54,28.7,62,32,Safe,True
2026-05-26 16:13:57,28.7,62,30,Safe,False
2026-05-26 16:14:01,28.7,62.1,35,Safe,True
2026-05-26 16:14:04,28.7,62,31,Safe,True
2026-05-26 16:14:07,28.7,62,30,Safe,False
2026-05-26 16:14:10,28.8,61.9,30,Safe,False
2026-05-26 16:14:14,28.7,62.1,28,Safe,False
2026-05-26 16:14:17,28.7,62.1,26,Safe,False
2026-05-26 16:14:20,28.8,61.9,28,Safe,False
2026-05-26 16:14:23,28.7,62,27,Safe,True
2026-05-26 16:14:27,28.8,61.8,30,Safe,False
2026-05-26 16:14:30,28.8,61.8,28,Safe,False
2026-05-26 16:14:33,28.8,61.7,17,Safe,True
2026-05-26 16:14:37,28.7,61.6,64,Safe,True
2026-05-26 16:14:40,28.7,61.6,34,Safe,True
2026-05-26 16:14:44,28.7,61.6,30,Safe,False
2026-05-26 16:14:47,28.7,61.8,27,Safe,False
2026-05-26 16:14:50,28.7,61.9,29,Safe,False
2026-05-26 16:14:53,28.8,61.8,28,Safe,False
2026-05-26 16:14:57,28.8,61.7,0,Safe,True
2026-05-26 16:15:00,28.7,61.6,29,Safe,False
2026-05-26 16:15:03,28.7,61.6,32,Safe,False
2026-05-26 16:15:06,28.7,61.6,28,Safe,False
2026-05-26 16:15:09,28.7,61.6,29,Safe,False
2026-05-26 16:15:13,28.7,61.6,30,Safe,False
2026-05-26 16:15:16,28.7,61.6,20,Safe,True
2026-05-26 16:15:19,28.7,61.6,32,Safe,False
2026-05-26 16:15:22,28.7,61.6,30,Safe,False
2026-05-26 16:15:26,28.7,61.6,29,Safe,False
2026-05-26 16:15:30,28.7,61.6,28,Safe,False
2026-05-26 16:15:33,28.7,61.6,29,Safe,False
2026-05-26 16:15:37,28.7,61.6,28,Safe,False
2026-05-26 16:15:40,28.8,61.6,24,Safe,False
2026-05-26 16:15:43,28.7,61.7,30,Safe,False
2026-05-26 16:15:47,28.7,61.8,26,Safe,False
2026-05-26 16:15:50,28.7,61.9,28,Safe,False
2026-05-26 16:15:53,28.8,62,29,Safe,False
2026-05-26 16:15:56,28.8,62,29,Safe,False
2026-05-26 16:16:00,28.8,62,30,Safe,False
2026-05-26 16:16:03,28.8,62,29,Safe,False
2026-05-26 16:16:06,28.8,62,30,Safe,False
2026-05-26 16:16:09,28.8,62,0,Safe,True
2026-05-26 16:16:13,28.8,62,31,Safe,False
2026-05-26 16:16:16,28.8,61.8,30,Safe,False
2026-05-26 16:16:19,28.7,61.8,35,Safe,False
2026-05-26 16:16:22,28.8,61.5,27,Safe,False
2026-05-26 16:16:25,28.7,61.6,28,Safe,False
2026-05-26 16:16:29,28.8,61.4,21,Safe,True
2026-05-26 16:16:32,28.8,61.3,16,Safe,True
2026-05-26 16:16:39,28.8,61.3,26,Safe,True
2026-05-26 16:16:42,28.7,61.4,25,Safe,False
2026-05-26 16:16:45,28.8,61.3,28,Safe,False
2026-05-26 16:16:48,28.8,61.3,29,Safe,False
2026-05-26 16:16:52,28.8,61.3,33,Safe,True
2026-05-26 16:16:55,28.8,61.3,30,Safe,False
2026-05-26 16:16:59,28.8,61.4,29,Safe,False
2026-05-26 16:17:03,28.8,61.4,28,Safe,False
2026-05-26 16:17:06,28.8,61.5,31,Safe,False
2026-05-26 16:17:09,28.8,61.5,28,Safe,False
2026-05-26 16:17:12,28.8,61.5,27,Safe,False
2026-05-26 16:17:16,28.8,61.7,29,Safe,False
2026-05-26 16:17:19,28.8,61.7,29,Safe,False
2026-05-26 16:17:23,28.8,61.7,29,Safe,False
2026-05-26 16:17:27,28.8,61.6,33,Safe,False
2026-05-26 16:17:30,28.8,61.5,27,Safe,False
2026-05-26 16:17:34,28.8,61.5,26,Safe,False
2026-05-26 16:17:37,28.8,61.5,28,Safe,False
2026-05-26 16:17:41,28.8,61.6,29,Safe,False
2026-05-26 16:17:44,28.8,61.6,29,Safe,False
2026-05-26 16:17:47,28.8,61.6,28,Safe,False
2026-05-26 16:17:50,28.8,61.5,65,Safe,True
2026-05-26 16:17:54,28.8,61.5,33,Safe,False
2026-05-26 16:17:58,28.8,61.5,28,Safe,False
2026-05-26 16:18:01,28.8,61.5,30,Safe,False
2026-05-26 16:18:05,28.8,61.5,33,Safe,False
2026-05-26 16:18:08,28.8,61.5,27,Safe,False
2026-05-26 16:18:12,28.8,61.5,22,Safe,False
2026-05-26 16:18:16,28.8,61.6,27,Safe,False
2026-05-26 16:18:19,28.8,61.5,29,Safe,False
2026-05-26 16:18:22,28.8,61.5,24,Safe,False
2026-05-26 16:18:26,28.8,61.5,25,Safe,False
2026-05-26 16:18:29,28.8,61.5,25,Safe,False
2026-05-26 16:18:32,28.8,61.6,23,Safe,False
2026-05-26 16:18:35,28.8,61.6,23,Safe,False
2026-05-26 16:18:39,28.8,61.5,22,Safe,False
2026-05-26 16:18:42,28.8,61.5,26,Safe,False
2026-05-26 16:18:45,28.8,61.5,25,Safe,False
2026-05-26 16:18:49,28.8,61.5,26,Safe,False
2026-05-26 16:18:52,28.8,61.5,26,Safe,False
2026-05-26 16:18:56,28.8,61.5,26,Safe,False
2026-05-26 16:18:59,28.8,61.5,26,Safe,False
2026-05-26 16:19:02,28.8,61.5,21,Safe,False
2026-05-26 16:19:05,28.8,61.7,19,Safe,False
2026-05-26 16:19:09,28.8,62,28,Safe,False
2026-05-26 16:19:12,28.8,62.2,26,Safe,False
2026-05-26 16:19:15,28.8,62.3,26,Safe,False
2026-05-26 16:19:19,28.8,62.2,39,Safe,False
2026-05-26 16:19:22,28.8,62.1,22,Safe,False
2026-05-26 16:19:25,28.8,62,23,Safe,False
2026-05-26 16:19:28,28.8,62,26,Safe,False
2026-05-26 16:19:31,28.8,62,26,Safe,False
2026-05-26 16:19:35,28.8,61.8,22,Safe,False
2026-05-26 16:19:38,28.8,61.8,23,Safe,False
2026-05-26 16:19:41,28.8,61.8,25,Safe,False
2026-05-26 16:19:44,28.8,61.7,26,Safe,False
2026-05-26 16:19:47,28.8,61.5,27,Safe,False
2026-05-26 16:19:51,28.8,61.5,24,Safe,False
2026-05-26 16:19:54,28.8,61.5,22,Safe,False
2026-05-26 16:19:57,28.8,61.4,23,Safe,False
2026-05-26 16:20:01,28.8,61.3,27,Safe,False
2026-05-26 16:20:04,28.8,61.2,29,Safe,False
2026-05-26 16:20:07,28.8,61.3,23,Safe,False
2026-05-26 16:20:10,28.8,61.7,27,Safe,False
2026-05-26 16:20:13,28.8,61.9,19,Safe,False
2026-05-26 16:20:17,28.8,62,22,Safe,False
2026-05-26 16:20:20,28.8,61.9,19,Safe,False
2026-05-26 16:20:23,28.8,61.8,19,Safe,False
2026-05-26 16:20:27,28.8,61.7,21,Safe,False
2026-05-26 16:20:30,28.8,61.5,18,Safe,False
2026-05-26 16:20:34,28.8,61.3,19,Safe,False
2026-05-26 16:20:37,28.8,61.3,19,Safe,False
2026-05-26 16:20:40,28.8,61.2,21,Safe,False
2026-05-26 16:20:44,28.8,61.1,17,Safe,False
2026-05-26 16:20:47,28.8,61.1,16,Safe,False
2026-05-26 16:20:51,28.8,61.1,12,Safe,False
2026-05-26 16:20:54,28.8,61.1,22,Safe,False
2026-05-26 16:20:57,28.8,61,21,Safe,False
2026-05-26 16:21:00,28.8,61.1,22,Safe,False
2026-05-26 16:21:04,28.8,61.1,22,Safe,False
2026-05-26 16:21:07,28.8,61.1,21,Safe,False
2026-05-26 16:21:10,28.8,61.1,19,Safe,False
2026-05-26 16:21:13,28.8,61.1,21,Safe,False
2026-05-26 16:21:17,28.8,61.1,25,Safe,False
2026-05-26 16:21:20,28.8,61.1,19,Safe,False
2026-05-26 16:21:23,28.8,61,19,Safe,False
2026-05-26 16:21:26,28.8,61,19,Safe,False
2026-05-26 16:21:29,28.8,61,57,Safe,True
2026-05-26 16:21:33,28.8,61,30,Safe,False
2026-05-26 16:21:36,28.8,61,16,Safe,False
2026-05-26 16:21:40,28.8,60.9,21,Safe,False
2026-05-26 16:21:43,28.8,60.8,21,Safe,False
2026-05-26 16:21:46,28.8,60.8,22,Safe,False
2026-05-26 16:21:49,28.8,61.2,25,Safe,False
2026-05-26 16:21:52,28.8,61.3,21,Safe,False
2026-05-26 16:21:56,28.8,61.3,22,Safe,False
2026-05-26 16:21:59,28.8,61.4,24,Safe,False
2026-05-26 16:22:02,28.8,61.3,21,Safe,False
2026-05-26 16:22:06,28.8,61.3,22,Safe,False
2026-05-26 16:22:09,28.8,61.2,44,Safe,False
2026-05-26 16:22:12,28.8,61.2,22,Safe,False
2026-05-26 16:22:15,28.8,61.1,21,Safe,False
2026-05-26 16:22:19,28.8,61.2,19,Safe,False
2026-05-26 16:22:22,28.8,61.2,23,Safe,False
2026-05-26 16:22:25,28.8,61.2,21,Safe,False
2026-05-26 16:22:29,28.8,61.1,16,Safe,False
2026-05-26 16:22:32,28.8,61.1,21,Safe,False
2026-05-26 16:22:36,28.8,61.1,20,Safe,False
2026-05-26 16:22:39,28.8,61,19,Safe,False
2026-05-26 16:22:42,28.8,61,21,Safe,False
2026-05-26 16:22:46,28.8,61,20,Safe,False
2026-05-26 16:22:49,28.8,61,20,Safe,False
2026-05-26 16:22:52,28.8,60.9,19,Safe,False
2026-05-26 16:22:55,28.8,60.9,21,Safe,False
2026-05-26 16:22:59,28.8,60.8,22,Safe,False
2026-05-26 16:23:03,28.8,60.8,20,Safe,False
2026-05-26 16:23:06,28.8,60.8,23,Safe,False
2026-05-26 16:23:09,28.8,60.8,21,Safe,False
2026-05-26 16:23:13,28.8,60.8,21,Safe,False
2026-05-26 16:23:16,28.8,60.8,21,Safe,False
2026-05-26 16:23:20,28.8,60.7,76,Safe,True
2026-05-26 16:23:24,28.8,60.7,62,Safe,True
2026-05-26 16:23:27,28.8,60.8,29,Safe,True
2026-05-26 16:23:31,28.8,60.7,22,Safe,False
2026-05-26 16:23:34,28.8,60.7,19,Safe,False
2026-05-26 16:23:37,28.8,60.6,21,Safe,False
2026-05-26 16:23:40,28.8,60.6,21,Safe,False
2026-05-26 16:23:44,28.8,60.7,22,Safe,False
2026-05-26 16:23:47,28.8,60.7,21,Safe,False
2026-05-26 16:23:51,28.8,60.7,22,Safe,False
2026-05-26 16:23:54,28.8,60.8,23,Safe,False
2026-05-26 16:23:58,28.8,60.8,21,Safe,False
2026-05-26 16:24:01,28.8,60.8,21,Safe,False
2026-05-26 16:24:04,28.8,60.8,19,Safe,False
2026-05-26 16:24:07,28.8,60.9,25,Safe,False
2026-05-26 16:24:11,28.8,60.8,22,Safe,False
2026-05-26 16:24:14,28.8,60.7,21,Safe,False
2026-05-26 16:24:17,28.8,60.7,25,Safe,False
2026-05-26 16:24:21,28.8,60.7,21,Safe,False
2026-05-26 16:24:24,28.8,60.8,20,Safe,False
2026-05-26 16:24:28,28.8,60.8,21,Safe,False
2026-05-26 16:24:31,28.8,60.8,21,Safe,False
2026-05-26 16:24:35,28.8,60.8,21,Safe,False
2026-05-26 16:24:38,28.8,60.8,22,Safe,False
2026-05-26 16:24:42,28.8,60.8,0,Safe,False
2026-05-26 16:24:45,28.8,60.9,21,Safe,False
2026-05-26 16:24:48,28.8,60.9,23,Safe,False
2026-05-26 16:24:52,28.8,61,22,Safe,False
2026-05-26 16:24:56,28.8,61,21,Safe,False
2026-05-26 16:25:00,28.8,60.9,20,Safe,False
2026-05-26 16:25:03,28.8,60.9,23,Safe,False
2026-05-26 16:25:07,28.8,60.7,21,Safe,False
2026-05-26 16:25:10,28.8,60.7,23,Safe,False
2026-05-26 16:25:13,28.8,60.7,23,Safe,False
2026-05-26 16:25:17,28.8,60.7,22,Safe,False
2026-05-26 16:25:20,28.8,60.7,21,Safe,False
2026-05-26 16:25:23,28.8,60.7,25,Safe,False
2026-05-26 16:25:27,28.8,60.7,21,Safe,False
2026-05-26 16:25:30,28.8,60.7,21,Safe,False
2026-05-26 16:25:34,28.8,60.8,22,Safe,False
2026-05-26 16:25:37,28.8,60.8,22,Safe,False
2026-05-26 16:25:40,28.8,60.9,23,Safe,False
2026-05-26 16:25:44,28.8,60.9,32,Safe,False
2026-05-26 16:25:47,28.8,60.9,21,Safe,False
2026-05-26 16:25:50,28.8,60.9,21,Safe,False
2026-05-26 16:25:53,28.8,60.9,22,Safe,False
2026-05-26 16:25:57,28.8,60.9,21,Safe,False
2026-05-26 16:26:00,28.8,60.9,29,Safe,False
2026-05-26 16:26:03,28.8,60.9,26,Safe,False
2026-05-26 16:26:07,28.8,60.9,19,Safe,False
2026-05-26 16:26:10,28.8,60.9,20,Safe,False
2026-05-26 16:26:14,28.8,60.9,26,Safe,False
2026-05-26 16:26:17,28.8,60.8,20,Safe,False
2026-05-26 16:26:20,28.8,60.9,23,Safe,False
2026-05-26 16:26:23,28.8,60.9,25,Safe,False
2026-05-26 16:26:27,28.8,61,22,Safe,False
2026-05-26 16:26:30,28.8,61,0,Safe,False
2026-05-26 16:26:34,28.8,61.1,21,Safe,False
2026-05-26 16:26:38,28.8,61.1,22,Safe,False
2026-05-26 16:26:41,28.8,61.1,22,Safe,False
2026-05-26 16:26:44,28.8,61.2,32,Safe,False
2026-05-26 16:26:48,28.8,61.2,23,Safe,False
2026-05-26 16:26:51,28.8,61.2,25,Safe,False
2026-05-26 16:26:54,28.8,61.2,21,Safe,False
2026-05-26 16:26:58,28.8,61.1,23,Safe,False
2026-05-26 16:27:02,28.8,61.1,21,Safe,False
2026-05-26 16:27:05,28.8,61.1,22,Safe,False
2026-05-26 16:27:08,28.8,61.1,23,Safe,False
2026-05-26 16:27:11,28.8,61,25,Safe,False
2026-05-26 16:27:14,28.8,60.9,22,Safe,False
2026-05-26 16:27:18,28.8,60.8,39,Safe,False
2026-05-26 16:27:21,28.8,60.8,31,Safe,False
2026-05-26 16:27:24,28.8,60.8,24,Safe,False
2026-05-26 16:27:28,28.8,60.7,22,Safe,False
2026-05-26 16:27:32,28.8,60.8,22,Safe,False
2026-05-26 16:27:35,28.8,60.8,21,Safe,False
2026-05-26 16:27:38,28.8,60.9,21,Safe,False
2026-05-26 16:27:42,28.7,61,19,Safe,False
2026-05-26 16:27:45,28.8,61,23,Safe,False
2026-05-26 16:27:49,28.8,61,21,Safe,False
2026-05-26 16:27:52,28.8,61,22,Safe,False
2026-05-26 16:27:55,28.8,61,32,Safe,False
2026-05-26 16:27:59,28.8,61,17,Safe,False
2026-05-26 16:28:02,28.8,60.9,21,Safe,False
2026-05-26 16:28:06,28.8,60.9,29,Safe,False
2026-05-26 16:28:09,28.8,60.9,27,Safe,False
2026-05-26 16:28:12,28.8,60.8,22,Safe,False
2026-05-26 16:28:15,28.8,60.8,23,Safe,False
2026-05-26 16:28:19,28.8,60.7,0,Safe,True
2026-05-26 16:28:22,28.8,60.7,70,Safe,True
2026-05-26 16:28:26,28.8,60.7,28,Safe,False
2026-05-26 16:28:29,28.8,60.8,18,Safe,False
2026-05-26 16:28:33,28.8,61.2,19,Safe,False
2026-05-26 16:28:36,28.8,61.3,21,Safe,False
2026-05-26 16:28:40,28.8,61.4,21,Safe,False
2026-05-26 16:28:44,28.8,61.3,19,Safe,False
2026-05-26 16:28:47,28.8,61.2,21,Safe,False
2026-05-26 16:28:50,28.8,61.1,21,Safe,False
2026-05-26 16:28:54,28.8,61.1,22,Safe,False
2026-05-26 16:28:57,28.8,61.1,22,Safe,False
2026-05-26 16:29:01,28.8,61.1,0,Safe,False
2026-05-26 16:29:04,28.8,61.1,20,Safe,False
2026-05-26 16:29:08,28.8,61.1,21,Safe,False
2026-05-26 16:29:11,28.8,61.1,24,Safe,False
2026-05-26 16:29:15,28.8,61.1,21,Safe,False
2026-05-26 16:29:18,28.8,61.2,20,Safe,False
2026-05-26 16:29:22,28.8,61.2,22,Safe,False
2026-05-26 16:29:26,28.8,61.2,22,Safe,False
2026-05-26 16:29:29,28.8,61.2,23,Safe,False
2026-05-26 16:29:33,28.8,61.2,23,Safe,False
2026-05-26 16:29:36,28.8,61.2,21,Safe,False
2026-05-26 16:29:40,28.8,61.2,22,Safe,False
2026-05-26 16:29:44,28.8,61.2,22,Safe,False
2026-05-26 16:29:47,28.8,61.2,21,Safe,False
2026-05-26 16:29:51,28.8,61.2,30,Safe,False
2026-05-26 16:29:54,28.8,61.3,35,Safe,False
2026-05-26 16:29:57,28.8,61.5,34,Safe,True
